competition,season,team_name,player_name,nation,position,age,born,matches_played,Playing Time_Starts,minutes,nineties,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Performance_2CrdY,fouls_committed,fouls_drawn,Performance_Off,crosses,interceptions,tackles_won,Performance_PKwon,Performance_PKcon,Performance_OG,Standard_Gls,shots,shots_on_target,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
FRA-Ligue 1,2425,Lyon,Moussa Niakhaté,SEN,DF,28,1996,31,30,2726,30.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,30.3,0,34,16,1,5,25,27,,,0,0,2,1,50.0,0.07,0.03,0.0,0.0,0,0
FRA-Ligue 1,2425,Lyon,Nemanja Matić,SRB,MF,35,1988,29,25,2010,22.3,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,22.3,0,13,7,0,9,17,30,,,0,0,2,1,50.0,0.09,0.04,0.0,0.0,0,0
FRA-Ligue 1,2425,Lyon,Nicolás Tagliafico,ARG,DF,31,1992,24,22,1902,21.1,3,1,4,3,0,0,7,0,0.14,0.05,0.19,0.14,0.19,21.1,0,41,28,1,38,32,39,,,0,3,28,7,25.0,1.32,0.33,0.11,0.43,0,0
FRA-Ligue 1,2425,Lyon,Orel Mangala,BEL,MF,26,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,0,0,1,0,0,,,0,0,1,0,0.0,1.34,0.0,0.0,,0,0
FRA-Ligue 1,2425,Lyon,Paul Akouokou,CIV,MF,26,1997,2,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0,3,0,0,0,1,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lyon,Rayan Cherki,FRA,"MF,FW",20,2003,30,22,2041,22.7,8,11,19,8,0,0,3,0,0.35,0.49,0.84,0.35,0.84,22.7,0,16,34,3,118,7,13,,,0,8,45,19,42.2,1.98,0.84,0.18,0.42,0,0
FRA-Ligue 1,2425,Lyon,Rémy Descamps,FRA,GK,28,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lyon,Sael Kumbedi,FRA,DF,19,2005,14,12,951,10.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,10.6,0,17,10,0,14,7,15,,,0,0,4,2,50.0,0.38,0.19,0.0,0.0,0,0
FRA-Ligue 1,2425,Lyon,Saïd Benrahma,ALG,"FW,MF",28,1995,13,9,735,8.2,1,3,4,1,0,0,0,0,0.12,0.37,0.49,0.12,0.49,8.2,0,6,6,6,43,3,6,,,0,1,17,4,23.5,2.08,0.49,0.06,0.25,0,0
FRA-Ligue 1,2425,Lyon,Tanner Tessmann,USA,MF,22,2001,25,13,1234,13.7,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,13.7,0,14,14,0,14,19,15,,,0,1,18,10,55.6,1.31,0.73,0.06,0.1,0,0
FRA-Ligue 1,2425,Lyon,Thiago Almada,ARG,MF,23,2001,16,9,951,10.6,1,4,5,1,0,0,3,0,0.09,0.38,0.47,0.09,0.47,10.6,0,10,8,1,46,7,9,,,0,1,23,5,21.7,2.18,0.47,0.04,0.2,0,0
FRA-Ligue 1,2425,Lyon,Téo Barisic,CRO,DF,19,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lyon,Warmed Omari,COM,DF,24,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lyon,Wilfried Zaha,CIV,FW,31,1992,4,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0,2,2,0,0,1,1,,,0,0,1,1,100.0,1.23,1.23,0.0,0.0,0,0
FRA-Ligue 1,2425,Marseille,Adrien Rabiot,FRA,MF,29,1995,29,27,2485,27.6,9,4,13,9,0,0,4,0,0.33,0.14,0.47,0.33,0.47,27.6,0,53,33,12,40,20,31,,,0,9,48,24,50.0,1.74,0.87,0.19,0.38,0,0
FRA-Ligue 1,2425,Marseille,Amar Dedić,BIH,MF,21,2002,10,2,314,3.5,0,1,1,0,0,0,1,0,0.0,0.29,0.29,0.0,0.29,3.5,0,7,2,0,5,3,4,,,0,0,6,2,33.3,1.72,0.57,0.0,0.0,0,0
FRA-Ligue 1,2425,Marseille,Amine Gouiri,ALG,FW,24,2000,14,12,1048,11.6,10,3,13,10,0,0,0,0,0.86,0.26,1.12,0.86,1.12,11.6,0,11,7,5,57,1,5,,,0,10,51,25,49.0,4.38,2.15,0.2,0.4,0,0
FRA-Ligue 1,2425,Marseille,Amine Harit,MAR,MF,27,1997,13,8,519,5.8,2,4,6,2,0,0,1,1,0.35,0.69,1.04,0.35,1.04,5.8,0,6,15,0,7,3,7,,,0,2,8,5,62.5,1.39,0.87,0.25,0.4,0,0
FRA-Ligue 1,2425,Marseille,Bamo Meïté,CIV,DF,22,2001,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,1,1,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Marseille,Bilal Nadir,MAR,MF,20,2003,15,5,383,4.3,1,0,1,1,0,0,2,0,0.23,0.0,0.23,0.23,0.23,4.3,0,4,11,0,6,4,3,,,0,1,8,3,37.5,1.88,0.7,0.13,0.33,0,0
FRA-Ligue 1,2425,Marseille,Darryl Bakola,FRA,MF,16,2007,2,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0,3,0,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Marseille,Derek Cornelius,CAN,DF,26,1997,21,17,1420,15.8,0,0,0,0,0,0,9,2,0.0,0.0,0.0,0.0,0.0,15.8,2,25,14,0,4,13,17,,,0,0,9,1,11.1,0.57,0.06,0.0,0.0,0,0
FRA-Ligue 1,2425,Marseille,Elye Wahi,CIV,FW,21,2003,13,7,574,6.4,3,1,4,2,1,1,1,0,0.47,0.16,0.63,0.31,0.47,6.4,0,17,8,10,2,1,0,,,0,3,17,11,64.7,2.67,1.72,0.12,0.18,1,1
FRA-Ligue 1,2425,Marseille,Emmanuel Koum Mbondo,FRA,FW,18,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Marseille,Enzo Sternal,FRA,FW,17,2007,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Marseille,Faris Pemi Moumbagna,CMR,FW,24,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Marseille,Geoffrey Kondogbia,CTA,"DF,MF",31,1993,25,22,2020,22.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,22.4,0,19,17,1,4,22,39,,,0,0,8,1,12.5,0.36,0.04,0.0,0.0,0,0
FRA-Ligue 1,2425,Marseille,Gerónimo Rulli,ARG,GK,32,1992,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,34.0,0,2,11,0,0,1,3,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Marseille,Ismaël Bennacer,ALG,MF,26,1997,12,8,646,7.2,0,2,2,0,0,0,2,0,0.0,0.28,0.28,0.0,0.28,7.2,0,19,11,0,28,10,10,,,0,0,3,0,0.0,0.42,0.0,0.0,,0,0
FRA-Ligue 1,2425,Marseille,Ismaël Koné,CAN,MF,22,2002,8,3,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,4,11,1,3,4,5,,,0,0,4,1,25.0,1.0,0.25,0.0,0.0,0,0
FRA-Ligue 1,2425,Marseille,Jonathan Rowe,ENG,"MF,FW",21,2003,28,6,807,9.0,3,3,6,3,0,0,2,0,0.33,0.33,0.67,0.33,0.67,9.0,0,14,26,6,28,2,11,,,0,3,36,15,41.7,4.01,1.67,0.08,0.2,0,0
FRA-Ligue 1,2425,Marseille,Keyliane Abdallah,FRA,FW,18,2006,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Marseille,Leonardo Balerdi,ARG,DF,25,1999,27,27,2273,25.3,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,25.3,1,28,20,0,2,38,38,,,1,0,15,2,13.3,0.59,0.08,0.0,0.0,0,0
FRA-Ligue 1,2425,Marseille,Lilian Brassier,FRA,DF,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,8.7,0,7,3,0,5,8,6,,,0,0,5,1,20.0,0.58,0.12,0.0,0.0,0,0
FRA-Ligue 1,2425,Marseille,Luis Henrique,BRA,MF,22,2001,33,29,2613,29.0,7,7,14,7,0,0,0,0,0.24,0.24,0.48,0.24,0.48,29.0,0,8,8,9,97,10,9,,,0,7,30,14,46.7,1.03,0.48,0.23,0.5,0,0
FRA-Ligue 1,2425,Marseille,Luiz Felipe,ITA,DF,27,1997,4,2,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.4,0,1,0,0,0,3,3,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Marseille,Mason Greenwood,ENG,"MF,FW",22,2001,34,32,2804,31.2,21,5,26,14,7,9,3,0,0.67,0.16,0.83,0.45,0.61,31.2,0,24,36,2,110,11,18,,,0,21,120,57,47.5,3.85,1.83,0.12,0.25,7,9
FRA-Ligue 1,2425,Marseille,Michael Amir Murillo,PAN,DF,28,1996,30,27,2437,27.1,1,3,4,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15,27.1,0,29,26,1,37,18,31,,,0,1,13,4,30.8,0.48,0.15,0.08,0.25,0,0
FRA-Ligue 1,2425,Marseille,Neal Maupay,FRA,FW,27,1996,22,13,1042,11.6,4,4,8,4,0,0,3,1,0.35,0.35,0.69,0.35,0.69,11.6,1,10,17,2,1,1,4,,,0,4,19,10,52.6,1.64,0.86,0.21,0.4,0,0
FRA-Ligue 1,2425,Marseille,Pierre Højbjerg,DEN,MF,28,1995,30,30,2664,29.6,2,4,6,2,0,0,5,0,0.07,0.14,0.2,0.07,0.2,29.6,0,30,39,0,19,42,45,,,0,2,33,8,24.2,1.11,0.27,0.06,0.25,0,0
FRA-Ligue 1,2425,Marseille,Pol Lirola,ESP,DF,26,1997,19,5,680,7.6,1,2,3,1,0,0,1,1,0.13,0.26,0.4,0.13,0.4,7.6,0,9,9,0,14,4,9,,,1,1,6,1,16.7,0.79,0.13,0.17,1.0,0,0
FRA-Ligue 1,2425,Marseille,Quentin Merlin,FRA,"MF,DF",22,2002,27,21,1589,17.7,1,3,4,1,0,0,1,0,0.06,0.17,0.23,0.06,0.23,17.7,0,11,17,2,93,14,17,,,0,1,26,10,38.5,1.47,0.57,0.04,0.1,0,0
FRA-Ligue 1,2425,Marseille,Robinio Vaz,FRA,FW,17,2007,2,0,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,4,0,1,0,1,,,0,0,2,0,0.0,2.4,0.0,0.0,,0,0
FRA-Ligue 1,2425,Marseille,Ulisses Garcia,SUI,"DF,MF",28,1996,20,10,930,10.3,2,2,4,2,0,0,2,0,0.19,0.19,0.39,0.19,0.39,10.3,0,8,9,2,35,8,11,,,0,2,8,2,25.0,0.77,0.19,0.25,1.0,0,0
FRA-Ligue 1,2425,Marseille,Valentin Carboni,ARG,MF,19,2005,4,1,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.1,0,5,1,0,2,1,2,,,0,0,2,1,50.0,1.75,0.87,0.0,0.0,0,0
FRA-Ligue 1,2425,Marseille,Valentin Rongier,FRA,"MF,DF",29,1994,25,17,1562,17.4,3,1,4,3,0,0,5,0,0.17,0.06,0.23,0.17,0.23,17.4,0,37,14,0,7,32,29,,,0,3,14,7,50.0,0.81,0.4,0.21,0.43,0,0
FRA-Ligue 1,2425,Monaco,Al-Musrati,LBY,MF,28,1996,10,3,386,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.47,0.23,0.47,4.3,0,5,3,0,0,5,11,,,0,1,11,3,27.3,2.56,0.7,0.09,0.33,0,0
FRA-Ligue 1,2425,Monaco,Aleksandr Golovin,RUS,MF,28,1996,19,13,1153,12.8,3,0,3,3,0,0,1,0,0.23,0.0,0.23,0.23,0.23,12.8,0,25,20,1,24,12,23,,,0,3,24,9,37.5,1.87,0.7,0.13,0.33,0,0
FRA-Ligue 1,2425,Monaco,Breel Embolo,SUI,"FW,MF",27,1997,29,19,1841,20.5,6,4,10,6,0,0,5,0,0.29,0.2,0.49,0.29,0.49,20.5,0,27,43,11,6,4,17,,,0,6,50,19,38.0,2.44,0.93,0.12,0.32,0,0
FRA-Ligue 1,2425,Monaco,Caio Henrique,BRA,DF,27,1997,27,21,1929,21.4,0,6,6,0,0,0,3,0,0.0,0.28,0.28,0.0,0.28,21.4,0,16,20,4,124,24,29,,,0,0,4,1,25.0,0.19,0.05,0.0,0.0,0,0
FRA-Ligue 1,2425,Monaco,Christian Mawissa,FRA,DF,19,2005,22,17,1501,16.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,16.7,0,19,7,0,3,26,30,,,0,0,1,1,100.0,0.06,0.06,0.0,0.0,0,0
FRA-Ligue 1,2425,Monaco,Denis Zakaria,SUI,MF,27,1996,26,24,2144,23.8,6,4,10,4,2,2,5,0,0.25,0.17,0.42,0.17,0.34,23.8,0,32,21,1,7,37,25,,,0,6,31,11,35.5,1.3,0.46,0.13,0.36,2,2
FRA-Ligue 1,2425,Monaco,Eliesse Ben Seghir,MAR,MF,19,2005,33,19,1750,19.4,6,3,9,4,2,2,0,0,0.31,0.15,0.46,0.21,0.36,19.4,0,25,56,2,50,13,22,,,0,6,61,22,36.1,3.14,1.13,0.07,0.18,2,2
FRA-Ligue 1,2425,Monaco,Eliot Matazo,BEL,MF,22,2002,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,1,0,0,1,2,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Monaco,Folarin Balogun,USA,FW,23,2001,13,7,615,6.8,4,0,4,4,0,0,0,0,0.59,0.0,0.59,0.59,0.59,6.8,0,7,9,8,5,1,1,,,0,4,31,10,32.3,4.54,1.46,0.13,0.4,0,0
FRA-Ligue 1,2425,Monaco,George Ilenikhena,NGA,FW,17,2006,23,6,717,8.0,3,2,5,3,0,0,0,0,0.38,0.25,0.63,0.38,0.63,8.0,0,14,10,9,0,2,2,,,0,3,21,9,42.9,2.64,1.13,0.14,0.33,0,0
FRA-Ligue 1,2425,Monaco,Ismail Jakobs,SEN,DF,24,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,3,0,14,2,5,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Monaco,Jordan Teze,NED,"DF,MF",24,1999,16,8,569,6.3,1,0,1,1,0,0,2,1,0.16,0.0,0.16,0.16,0.16,6.3,0,10,3,1,12,6,10,,,0,1,5,2,40.0,0.79,0.32,0.2,0.5,0,0
FRA-Ligue 1,2425,Monaco,Kassoum Ouattara,FRA,"MF,DF",19,2004,12,5,391,4.3,0,1,1,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23,4.3,0,10,2,0,17,5,7,,,0,0,2,1,50.0,0.46,0.23,0.0,0.0,0,0
FRA-Ligue 1,2425,Monaco,Krépin Diatta,SEN,"DF,MF",25,1999,19,3,508,5.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,5.6,0,14,7,2,15,9,12,,,0,0,2,1,50.0,0.35,0.18,0.0,0.0,0,0
FRA-Ligue 1,2425,Monaco,Lamine Camara,SEN,MF,20,2004,29,25,2054,22.8,2,7,9,2,0,0,10,1,0.09,0.31,0.39,0.09,0.39,22.8,1,45,40,0,118,30,40,,,0,2,26,9,34.6,1.14,0.39,0.08,0.22,0,0
FRA-Ligue 1,2425,Monaco,Lucas Michal,FRA,FW,19,2005,8,0,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3,0,5,4,0,2,1,3,,,0,0,3,1,33.3,2.31,0.77,0.0,0.0,0,0
FRA-Ligue 1,2425,Monaco,Maghnes Akliouche,FRA,MF,22,2002,32,27,2406,26.7,5,10,15,4,1,1,2,0,0.19,0.37,0.56,0.15,0.52,26.7,0,31,38,8,52,15,32,,,0,5,61,18,29.5,2.28,0.67,0.07,0.22,1,1
FRA-Ligue 1,2425,Monaco,Mamadou Coulibaly,FRA,MF,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,1,0,1,0,0,,,0,0,1,0,0.0,11.25,0.0,0.0,,0,0
FRA-Ligue 1,2425,Monaco,Mika Biereth,DEN,FW,21,2003,16,16,1228,13.6,13,2,15,12,1,2,0,0,0.95,0.15,1.1,0.88,1.03,13.6,0,19,30,6,9,4,5,,,0,13,42,24,57.1,3.08,1.76,0.29,0.5,1,2
FRA-Ligue 1,2425,Monaco,Mohammed Salisu,GHA,DF,25,1999,15,11,1023,11.4,1,0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,11.4,0,9,3,1,0,18,17,,,0,1,8,5,62.5,0.7,0.44,0.13,0.2,0,0
FRA-Ligue 1,2425,Monaco,Philipp Köhn,SUI,GK,26,1998,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,1,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Monaco,Radosław Majecki,POL,GK,24,1999,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,1,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Monaco,Saïmon Bouabré,FRA,MF,18,2006,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,0,1,2,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Monaco,Soungoutou Magassa,FRA,MF,20,2003,21,12,1025,11.4,0,1,1,0,0,0,5,1,0.0,0.09,0.09,0.0,0.09,11.4,0,28,20,0,7,22,26,,,0,0,8,3,37.5,0.7,0.26,0.0,0.0,0,0
FRA-Ligue 1,2425,Monaco,Takumi Minamino,JPN,MF,29,1995,31,27,2231,24.8,6,3,9,6,0,0,4,0,0.24,0.12,0.36,0.24,0.36,24.8,0,31,22,10,23,11,18,,,0,6,57,21,36.8,2.3,0.85,0.11,0.29,0,0
FRA-Ligue 1,2425,Monaco,Thilo Kehrer,GER,DF,27,1996,27,27,2383,26.5,4,0,4,4,0,0,1,0,0.15,0.0,0.15,0.15,0.15,26.5,0,23,20,1,2,34,25,,,0,4,12,8,66.7,0.45,0.3,0.33,0.5,0,0
FRA-Ligue 1,2425,Monaco,Vanderson,BRA,DF,23,2001,29,23,2064,22.9,1,3,4,1,0,0,6,1,0.04,0.13,0.17,0.04,0.17,22.9,1,28,23,1,59,36,47,,,0,1,21,8,38.1,0.92,0.35,0.05,0.13,0,0
FRA-Ligue 1,2425,Monaco,Wilfried Singo,CIV,DF,23,2000,27,23,2096,23.3,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,23.3,0,36,34,3,11,44,23,,,0,1,17,5,29.4,0.73,0.21,0.06,0.2,0,0
FRA-Ligue 1,2425,Montpellier,Akor Adams,NGA,FW,24,2000,15,13,1075,11.9,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33,11.9,0,17,8,16,5,1,3,,,0,3,26,12,46.2,2.18,1.0,0.12,0.25,0,0
FRA-Ligue 1,2425,Montpellier,Andy Delort,ALG,FW,32,1991,9,8,607,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,6.7,0,11,12,10,11,0,3,,,0,0,17,6,35.3,2.52,0.89,0.0,0.0,0,0
FRA-Ligue 1,2425,Montpellier,Arnaud Nordin,FRA,"MF,FW",26,1998,16,14,1166,13.0,4,1,5,3,1,2,2,0,0.31,0.08,0.39,0.23,0.31,13.0,0,13,40,1,35,5,14,,,0,4,28,13,46.4,2.16,1.0,0.11,0.23,1,2
FRA-Ligue 1,2425,Montpellier,Axel Gueguin,FRA,FW,19,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,4,0,0,1,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Montpellier,Bamo Meïté,CIV,DF,22,2001,7,6,424,4.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,4.7,0,8,4,0,0,5,3,,,0,0,1,0,0.0,0.21,0.0,0.0,,0,0
FRA-Ligue 1,2425,Montpellier,Becir Omeragic,SUI,DF,22,2002,22,21,1799,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,20.0,0,13,10,0,7,15,16,,,0,0,7,3,42.9,0.35,0.15,0.0,0.0,0,0
FRA-Ligue 1,2425,Montpellier,Benjamin Lecomte,FRA,GK,33,1991,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,2,0,0,0,0,,,1,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Montpellier,Birama Touré,MLI,"MF,DF",32,1992,8,2,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3.3,0,2,5,0,0,5,5,,,0,0,3,1,33.3,0.9,0.3,0.0,0.0,0,0
FRA-Ligue 1,2425,Montpellier,Boubakar Kouyaté,MLI,DF,27,1997,11,8,756,8.4,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,8.4,1,15,8,4,0,11,17,,,0,0,8,0,0.0,0.95,0.0,0.0,,0,0
FRA-Ligue 1,2425,Montpellier,Dimitry Bertaud,COD,GK,26,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Montpellier,Enzo Tchato,CMR,"DF,MF",21,2002,27,21,1899,21.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,21.1,0,21,16,2,78,20,28,,,0,0,4,2,50.0,0.19,0.09,0.0,0.0,0,0
FRA-Ligue 1,2425,Montpellier,Falaye Sacko,MLI,DF,29,1995,16,14,1233,13.7,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,13.7,0,15,6,1,12,13,8,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Montpellier,Gabriel Bares,SUI,MF,23,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,1,0,1,1,2,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Montpellier,Issiaga Sylla,GUI,"DF,MF",30,1994,19,15,1156,12.8,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,12.8,0,13,6,3,36,12,10,,,0,1,11,2,18.2,0.86,0.16,0.09,0.5,0,0
FRA-Ligue 1,2425,Montpellier,Jordan Ferri,FRA,MF,32,1992,25,21,1773,19.7,0,2,2,0,0,0,6,1,0.0,0.1,0.1,0.0,0.1,19.7,0,35,30,0,25,9,24,,,0,0,13,3,23.1,0.66,0.15,0.0,0.0,0,0
FRA-Ligue 1,2425,Montpellier,Joris Chotard,FRA,MF,22,2001,26,23,1892,21.0,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,21.0,0,16,10,1,31,19,29,,,0,1,19,3,15.8,0.9,0.14,0.05,0.33,0,0
FRA-Ligue 1,2425,Montpellier,Junior Ndiaye,UAE,FW,19,2005,15,4,441,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.9,0,9,11,4,2,0,2,,,0,0,5,2,40.0,1.02,0.41,0.0,0.0,0,0
FRA-Ligue 1,2425,Montpellier,Khalil Fayad,FRA,"MF,FW",20,2004,20,10,1028,11.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,11.4,0,21,27,1,20,10,16,,,1,0,17,4,23.5,1.49,0.35,0.0,0.0,0,0
FRA-Ligue 1,2425,Montpellier,Lucas Mincarelli,FRA,DF,20,2004,10,8,715,7.9,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,7.9,0,5,5,0,21,10,11,,,0,1,7,2,28.6,0.88,0.25,0.14,0.5,0,0
FRA-Ligue 1,2425,Montpellier,Modibo Sagnan,MLI,DF,25,1999,27,24,2141,23.8,2,0,2,2,0,0,10,0,0.08,0.0,0.08,0.08,0.08,23.8,0,33,12,1,1,31,35,,,0,2,11,4,36.4,0.46,0.17,0.18,0.5,0,0
FRA-Ligue 1,2425,Montpellier,Musa Al-Taamari,JOR,"MF,FW",27,1997,15,12,1116,12.4,2,1,3,2,0,0,3,0,0.16,0.08,0.24,0.16,0.24,12.4,0,7,26,3,13,3,10,,,0,2,27,11,40.7,2.18,0.89,0.07,0.18,0,0
FRA-Ligue 1,2425,Montpellier,Nicolas Pays,FRA,"MF,FW",20,2003,9,4,447,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,2,6,0,17,4,6,,,0,0,11,1,9.1,2.21,0.2,0.0,0.0,0,0
FRA-Ligue 1,2425,Montpellier,Nikola Maksimović,SRB,DF,32,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,6.5,0,3,5,0,0,8,5,,,0,0,1,0,0.0,0.15,0.0,0.0,,0,0
FRA-Ligue 1,2425,Montpellier,Othmane Maamma,MAR,MF,18,2005,12,2,361,4.0,1,1,2,1,0,0,1,0,0.25,0.25,0.5,0.25,0.5,4.0,0,4,8,2,12,1,1,,,0,1,10,3,30.0,2.49,0.75,0.1,0.33,0,0
FRA-Ligue 1,2425,Montpellier,Rabby Nzingoula,FRA,MF,18,2005,27,20,1689,18.8,1,0,1,1,0,0,11,0,0.05,0.0,0.05,0.05,0.05,18.8,0,37,43,2,17,29,41,,,0,1,19,6,31.6,1.01,0.32,0.05,0.17,0,0
